IRIS;COM;DISP_Q113;DISP_MED13;DISP_Q313;DISP_EQ13;DISP_PTSAC13;DISP_PBEN13;DISP_PPEN13;DISP_PPAT13;DISP_PPSOC13;DISP_PIMPOT13
60300108;6030;15263;20935;28461,33333;0,630443436;62,2;7,4;32,5;13,9;3,2;-19,2
60300109;6030;13880,66667;18232,38095;23220,95238;0,512291057;60,1;4,7;34,9;9,2;5,4;-14,3
60300110;6030;13416;19117,5;27124;0,717039362;55,4;10,8;32,6;16,1;4,9;-19,8
60300111;6030;13018,64865;19048;26324;0,698516976;49,1;8,4;40,7;15;5;-18,2
60300112;6030;14494;19458;26810,66667;0,632987289;67,8;5,2;30,5;9,6;4;-17,1
60300113;6030;12574;17232,77778;23727;0,647196879;56,7;5,3;35,8;11,1;6,8;-15,7
60300114;6030;14255;19550;29234,7619;0,76622823;56,7;5,8;35,5;15,9;4,4;-18,3
60300115;6030;14560,76923;20498;28998;0,704323874;56,7;9,1;36,6;14,6;4;-21
60300116;6030;13499,23077;19220;27288;0,717417754;63,2;10,1;26,7;16,8;4,7;-21,5
60300117;6030;14048,06452;25066;40260;1,045716727;45,7;13,3;34,6;32,3;3,7;-29,6
60330101;6033;16892,66667;21648,66667;26867,33333;0,460752009;78,6;3,1;24,5;5;3,7;-14,9
60330102;6033;12993,47826;17063,33333;21588,66667;0,503722704;72;1,3;24,2;4;10,1;-11,6
60330103;6033;12301,875;15618;19301,66667;0,448187455;64,7;2;25,9;3,5;13,4;-9,5
60330105;6033;18155;23726,8;30483;0,519581233;72,7;6,9;23,1;15,2;2,4;-20,3
60690101;6069;12801;17420;23576,95652;0,618596815;70,8;4,9;22,6;9;8,4;-15,7
60690102;6069;15831,42857;21269,33333;28103,22581;0,57697141;67,7;6,2;28,7;13,3;3,9;-19,8
60690103;6069;13351,53846;18660,47619;24442,66667;0,594364693;69,9;4,8;26,6;8,5;6,3;-16,1
60690104;6069;17166,52174;22799,61538;30223,33333;0,572676836;76,8;5,7;22,3;11,3;3,3;-19,4
60690105;6069;14267,77778;18687,5;23920,47619;0,516532357;70,6;3,3;28,9;6,3;6;-15,1
60690106;6069;13003,33333;17660;22893,33333;0,56002265;76,3;2;22,7;6,4;7,6;-15
60690107;6069;15251,53846;20232,85714;26876;0,574533861;79,1;3,8;20,1;9,9;5,1;-18
60690108;6069;16281;21672;28013,33333;0,54135905;74,9;3,5;24,4;12,3;4,3;-19,4
60690109;6069;12268;15795,38462;20315,92593;0,509511235;70,2;1,7;24,2;5;11,5;-12,6
60690110;6069;16288,33333;21693,6;30723,33333;0,665403621;74,4;5,5;22,2;18,7;3,3;-24,1
60690111;6069;8570;12065,25;16500,86957;0,657331557;63,3;3;16,5;3,8;22,6;-9,2
60690112;6069;15891;22362,22222;33077,22222;0,768538209;68;11,5;24,6;15,5;3,3;-22,9
60690113;6069;13248;18474,44444;25336,11111;0,65431527;72,4;4;22,3;10,3;7,9;-16,9
60690114;6069;18922,64706;25261,33333;34226,5;0,605821266;71,8;7,9;26,1;12,7;2,7;-21,2
60690115;6069;16955,71429;23874,5;34897;0,751483202;64,3;2,8;33,8;19;2,3;-22,2
60690116;6069;15847;21854,5;31855,55556;0,732506145;66,7;10,7;27,7;13,4;3,2;-21,7
60690117;6069;17323;23834,44444;32090;0,619565521;66,2;6,8;32;15,5;2,5;-23
60790102;6079;15118;20430;26415,625;0,552991924;73,1;5,3;27,3;6,5;4,4;-16,6
60790103;6079;15797;22242;32600;0,755462638;59,6;7,7;34,4;16,6;3;-21,3
60790104;6079;18163,33333;26498,4;37639;0,734975193;52,5;7,6;39,6;23,6;1,7;-25
60790105;6079;15881,53846;22202;30489,33333;0,657949503;52,7;5,8;41,4;18,9;2,3;-21,1
60790106;6079;15255;21564,66667;30179,33333;0,692073453;38,7;4;55,6;18,9;2,3;-19,5
60790107;6079;13545,33333;18780,43478;25295,2;0,625644017;62,2;3,3;35,2;10,2;5,7;-16,6
60790108;6079;15286,11111;20367;26458;0,548528938;57,1;3,3;41,3;11,7;3,6;-17
60790109;6079;15362;20210;27986;0,624641267;59,4;7,3;35,1;13,5;3,4;-18,7
60830101;6083;15187,33333;21103,33333;29097,5;0,659145475;61,5;4,5;38;12,1;2,6;-18,7
60830102;6083;14512,38095;19821,30435;27292;0,644741578;69,3;4,1;31,7;10;3,2;-18,3
60830103;6083;15182,5;20439,33333;28594,66667;0,65619394;49,4;4;46,9;15,4;3;-18,7
60830104;6083;13833,80952;19103;25713,2;0,621859942;54,7;5,9;36,6;16,2;4,2;-17,6
60830105;6083;12313;17623,42029;22960;0,604139255;58,8;3,2;35,2;11,6;6,1;-14,9
60830106;6083;15004;19955;26862;0,594237033;58,5;4,7;38,6;12,1;3,7;-17,6
60830201;6083;15920,66667;21166,19048;27756,52174;0,559186836;79,2;2,9;24,9;9,5;2,5;-19
60830202;6083;14939,2;19750;25618,09524;0,540703556;75,2;4,5;25,5;7,7;3,5;-16,4
60830203;6083;14889,33333;21856;31232;0,747742801;48,8;7,2;44,1;20,9;2,2;-23,2
60830204;6083;14612,8;20317,77778;26440;0,582110905;73,3;6,3;25,4;8,5;3,4;-16,9
60830205;6083;14701,25;19356;24911;0,527472102;71,8;2,7;28,9;7,9;4,5;-15,8
60830206;6083;14267,6;18900;24970,66667;0,566299824;74;5;24,8;8,7;4,7;-17,2
60840101;6084;20738;27541,53846;37944,89796;0,624761684;69,1;8,2;25,2;19,9;1,8;-24,2
60840102;6084;17582,38095;23472,14286;32383,33333;0,630575251;74;5,4;24,5;12,9;3;-19,8
60840103;6084;18635,5;25380,88235;35055,33333;0,646937057;66,5;6,6;28,4;19,4;2;-22,9
60840104;6084;16782,22222;23172;33100,66667;0,70423116;66,2;4,6;30,4;16,6;2,8;-20,6
60850101;6085;15409,64286;22361,11111;33567,66667;0,812035847;64,9;8,9;26,7;20,5;3,1;-24,1
60850102;6085;16840,8;23181,2;32775,6;0,68740186;66,3;11,1;24,9;17;2,3;-21,6
60850103;6085;18560,61905;25619;35204,7619;0,649679646;60,2;13,8;30,9;17,1;1,8;-23,8
60850104;6085;16544,19355;23134;34780,55556;0,788292643;67,1;7,7;24,9;21,1;3,2;-24
60850105;6085;17248,46154;25997,85714;38938,62069;0,834305652;64,4;9,7;25,5;26,1;2;-27,7
60850107;6085;17869,23077;25425;37863,33333;0,786395381;62,2;11,8;25,6;24,7;1,9;-26,2
60850108;6085;18658,88889;24658,57143;31174,66667;0,507562971;100,5;4,4;6,8;5,2;2,6;-19,5
60880101;6088;13845,55556;21329;33524,5;0,922637932;50,7;16,4;29,7;26,2;3,9;-26,9
60880102;6088;11160;15953;22186;0,691155269;69,5;6,1;20,1;9,5;10,3;-15,5
60880103;6088;11671,33333;16793,75;23155,33333;0,683825828;63,8;6,1;27,2;10;8;-15,1
60880201;6088;13942;19140,15152;25652;0,611802889;63,5;3,8;33;10,5;5,6;-16,4
60880202;6088;13790,86957;19671,6;27130;0,678090772;60,2;6,8;33,8;13,7;4,8;-19,3
60880203;6088;12774,66667;18601,33333;26081;0,715342986;66,2;6,8;26,4;10,5;7;-16,9
60880204;6088;13123,88889;18656,5;24592,8;0,614740767;66,2;5,3;30,2;8,2;6,3;-16,2
60880205;6088;14765;19861;25710;0,551080006;59,1;4,7;37,1;11;5;-16,9
60880206;6088;13161,6;18857;26427,33333;0,703491188;65,9;5,4;30;10;5,9;-17,2
60880301;6088;12669,33333;16790;22516,66667;0,586499901;67,4;4,1;27,2;7,2;8,6;-14,5
60880302;6088;11373,92857;16202;22434,61538;0,682674164;64,9;3,5;29,5;7,4;9;-14,3
60880303;6088;14722,5;19396,83333;26128,08696;0,588012835;60,4;3,6;38,1;10;4,7;-16,8
60880304;6088;13429;18200,86957;23911;0,57590655;62,1;3,9;34,3;10;6,3;-16,6
60880305;6088;13482;17983,16667;23355;0,549013429;71,6;3;27;7,2;6,5;-15,3
60880401;6088;19525;30458;47188;0,90823429;45,6;17,8;38,1;31,2;1;-33,7
60880402;6088;16317,5;24721,66667;35870,66667;0,790932381;50,7;15,1;36,5;21,8;2,4;-26,5
60880403;6088;16918,09524;22906,11111;31715,33333;0,645995212;59;11;32,6;18,6;2,4;-23,6
60880404;6088;19228,5;27060,5;40736,66667;0,794817785;57,4;12,2;32;25;1,6;-28,2
60880501;6088;13385;17638,5;23528;0,575048899;68,5;2,6;29,1;7,6;7,3;-15,1
60880502;6088;13138,8;17857,94872;23058;0,555450134;75,3;3;21,6;6,8;8;-14,7
60880503;6088;14998;19649,23077;25196,66667;0,519036434;68,1;3,2;31,7;7,7;4,8;-15,5
60880504;6088;14224,66667;18775;23769,33333;0,508371061;71,7;2,6;27,2;5,5;7,7;-14,7
60880505;6088;14663,0303;18950;23854;0,485011594;62,2;1,7;37,8;6,4;6,2;-14,3
60880506;6088;13238;16970;21908,66667;0,510940876;55,5;2,6;39;6,6;9,3;-13
60880507;6088;13323,92857;16801;21420,8;0,481927946;64,3;2;33,2;4,5;8,4;-12,4
60880508;6088;11087;14000;17983,7931;0,492628079;57;1,4;26,8;3,3;21;-9,5
60880509;6088;10212,85714;12866,66667;16074;0,455529238;48;0,6;24;2,1;31,8;-6,5
60880601;6088;12324,8;16271;21263,88889;0,5493878;67,3;2,7;26,5;4,9;11,3;-12,7
60880602;6088;13141,78571;17825,2381;22999,61538;0,553026536;65,7;2,8;31,4;5,5;7,9;-13,3
60880603;6088;12810,90909;17125,42308;22091,57692;0,541923419;65,5;2,8;29,8;5,8;9,2;-13,1
60880604;6088;10717,24138;14655;19622,22222;0,607641136;64,3;1,6;27,4;4,5;13,4;-11,2
60880605;6088;10263,07692;13524,4;17974,74667;0,570204205;60,9;1,1;21,4;3,9;22,1;-9,4
60880701;6088;10141,42857;13766,11111;17883,80952;0,56242325;68,3;0,9;17,4;2,6;20,6;-9,8
60880702;6088;9766,25;12754,04762;16795;0,551099558;61,3;1,5;17,3;2,6;25,8;-8,5
60880801;6088;11162;18281,57895;29386;0,996850439;56,8;11,8;23,7;23,1;7,8;-23,2
60880901;6088;9857,083333;12896,25;16363;0,504481277;49,1;0,7;26,2;1,6;29,2;-6,8
60880902;6088;10555,65217;13706;17912;0,536724633;57,3;2,1;29,4;4,5;16,5;-9,8
60880903;6088;10410,33333;15020;22302;0,791722148;62,1;3,6;23,7;12,5;14,5;-16,4
60880904;6088;9442,166667;12218,92857;16087,14286;0,543826421;52,7;0,8;23,3;3;27,6;-7,4
60880905;6088;9518,666667;12418,46154;16108,07692;0,530614057;57,4;0,7;21,5;3,7;24,6;-7,9
60881001;6088;17763;24949;34918,26087;0,687613166;53,3;11;38,4;20,2;2,1;-25
60881002;6088;17742,66667;24622,77778;34607;0,684907832;59,8;10,9;33,3;18,1;2,5;-24,6
60881003;6088;17980;23895,41667;34629;0,696744494;61,3;16,3;28,6;17,6;2,7;-26,5
60881004;6088;19448,75;26950,5;37615,21739;0,674067917;59,5;18,1;30,2;16,4;1,9;-26,1
60881005;6088;18389,33333;25993;35273,33333;0,649559497;59,2;13,4;35,3;15;1,7;-24,6
60881101;6088;14652;20386,11111;28088,5;0,659100695;59,4;6,8;33,6;14,3;5;-19,1
60881102;6088;15190;21070,38462;29062,66667;0,658396461;67,3;8,3;28,3;11,7;4,2;-19,8
60881103;6088;15747,33333;21614;28144,44444;0,573568572;66,3;8,1;30,9;10,3;3,7;-19,3
60881104;6088;14820;20314,66667;27376;0,61807561;59,7;7,1;33,6;16,6;3,9;-20,9
60881105;6088;13805,65217;18532;25682;0,640856239;65;7,3;28,3;10,1;7,6;-18,3
60881201;6088;11734,66667;16142;21247;0,589290877;60,2;3,3;32,9;7,4;9,8;-13,6
60881202;6088;15703;19709,5;24405,33333;0,441529888;59,3;3,9;40,9;6,7;3,6;-14,4
60881203;6088;16093,04348;22183;31622;0,700038612;63,2;7,1;33,1;14;3,2;-20,6
60881204;6088;13316;18449,66667;24706;0,617355327;66,3;5;28,1;8;8,2;-15,6
60881301;6088;12890;17558,69565;23373,53175;0,597056407;64,2;3,1;31,6;7,3;8,2;-14,4
60881302;6088;14836,2963;19379,44444;25874;0,569557282;58,5;2,9;40;10,3;4,8;-16,5
60881303;6088;14669,44444;19665;25523,88889;0,551967681;59,1;4,3;39,1;8,5;4,9;-15,9
60881304;6088;15710;20432;26584;0,532204385;58,9;3,6;40,2;10,2;4;-16,9
60881305;6088;14149,52381;19190,47619;25386,42857;0,585545906;67,3;4,7;29,9;8,9;5,3;-16,1
60881306;6088;15380,66667;20190;28028;0,626415717;60,1;7,3;35;11,8;4,1;-18,3
60881307;6088;15089,62963;20861,5;26804;0,561530588;66;8,8;29,6;9,6;3,9;-17,9
60881308;6088;14529,25926;19700,66667;25818;0,573013134;66,2;4,1;32;8,6;5,2;-16,1
60881309;6088;13376,15385;18170,47619;23853,33333;0,576604563;63;3,8;34,9;7,5;5,9;-15,1
60881401;6088;14543,33333;19576,66667;26636,66667;0,61774221;64,6;6,2;30,5;11;5;-17,3
60881402;6088;13698,66667;19103;26931,33333;0,692700972;65,3;6,5;30,1;10,3;6;-18,2
60881403;6088;14641,33333;20394,44444;26999,33333;0,605949333;61,4;3,2;36,4;10,5;5,5;-17
60881404;6088;13856;18743,33333;27262,85714;0,715286705;66,9;8,3;26;11,9;5,9;-19
60881501;6088;11402,8;15697;21716;0,657017264;63,8;5,5;26,1;7,3;11,8;-14,5
60881502;6088;13589,33333;19455;26515;0,664387904;53,6;3,8;41,6;12,9;5,2;-17,1
60881503;6088;14178;19709,61538;26957,6;0,648394185;65,7;7,3;29,7;10,2;5,2;-18,1
60881504;6088;13979;19027;26966,66667;0,682591405;63,3;6,3;31,4;11,4;5,6;-18
60881505;6088;12659,69697;17034;23242,66667;0,621285059;61,4;4,3;32;8,9;8,5;-15,1
60881506;6088;14170;19393,33333;26098;0,615056721;64,8;4,4;31,5;11,3;5,5;-17,5
60881601;6088;16672;25524,66667;37833,33333;0,829054248;58,3;17;28,5;20,9;2,5;-27,2
60881602;6088;13372,42424;18496;24731,42857;0,61413302;68,1;4,7;27,6;8,3;6,8;-15,5
60881603;6088;15877,82609;21714,28571;29902;0,645850114;57,9;10,5;32,5;17,7;3,4;-22
60881604;6088;20446,33333;30295;44201,5;0,784128294;54,6;19,7;31,2;22,3;1,4;-29,2
60881605;6088;16180,47619;22978;32898;0,727544774;59,4;15,7;28,6;17,4;2,9;-24
60881606;6088;18351,53846;27363,5;39165,6;0,760650558;59;11,3;34,4;19,5;2,1;-26,3
60881701;6088;14254,66667;21516,33333;31541,66667;0,803436149;64,2;12,1;26,2;15,3;4,5;-22,3
60881702;6088;14028;19562,6087;27913,33333;0,709789453;69,7;6,3;24,8;15,7;4,9;-21,4
60881703;6088;11733,75;15486,31579;20933;0,594024436;70,9;3,7;19,6;7,9;12;-14,1
60881704;6088;12956,07143;18528,125;26308;0,720630316;66,2;8,2;26,7;10,7;6,7;-18,5
60881705;6088;12898,33333;19240;27457;0,756687457;57;7,9;33,9;15,7;5,9;-20,4
60881802;6088;10043,5;14258,47826;19551,33333;0,666819639;59,7;2,2;28,5;6,2;15,1;-11,7
60881803;6088;10311;14535,33333;18810;0,584713113;63,2;1,9;24,5;6,8;15,7;-12,1
60881804;6088;11873,5;16384,66667;21747,69231;0,602648349;63,9;4,2;28,6;7,6;9,8;-14,1
60881805;6088;12895,5;17457,61905;23911;0,630985243;63,6;5,7;29,3;10,5;7,5;-16,6
60881901;6088;11807,91667;16270,5;21726;0,609574588;63,9;5,1;27,9;7,7;9,8;-14,4
60881902;6088;13444,5;19710;28738;0,775925926;51,9;6,3;40,5;15,4;4,9;-19
60881903;6088;12702,16667;18082;24996;0,679893448;62,4;4,2;32,3;10,8;7,2;-16,9
60882001;6088;17082,66667;23858;34350;0,723754436;54,8;16,6;34,5;15,4;2,6;-23,9
60882002;6088;15116,4;21387,83333;30391,33333;0,714187973;63;7,6;33,8;14,2;3,4;-22
60882101;6088;12829;18208,83333;26489;0,75018535;59,9;5,5;35,7;12;5,7;-18,8
60882102;6088;12800,66667;16980;22606;0,577463683;62,2;3,3;31,5;9,8;7,8;-14,6
60882103;6088;11303;15014,44444;20460,33333;0,609901576;65,1;6;23,6;6,9;13,2;-14,8
60882104;6088;12530;16887;21783,91304;0,54799035;62,6;1,8;34,3;6,5;7,7;-12,9
60882201;6088;12401,875;20519;32591,33333;0,983939682;51,2;11,4;32,9;28,1;4,2;-27,8
60882202;6088;10666;16749;26111,33333;0,922164507;61,8;7,8;25,8;15;8,9;-19,3
60882203;6088;12826,11111;19511;29557,5;0,857536205;51,8;7,3;37,1;20,9;4,8;-21,9
60882301;6088;14665;23555;36932,66667;0,945347768;48,1;10,3;41,1;24,9;3;-27,4
60882302;6088;13039;20266;30573,33333;0,865209382;48,7;7,3;43,3;17,3;4,9;-21,5
60882303;6088;12828;18936;26989,33333;0,747852415;59,8;5,5;34;12,3;6,1;-17,7
60882304;6088;12672;17955;24666;0,668003342;61,5;7,8;30,6;10,4;7,4;-17,7
60882401;6088;11312,6087;17260;27376,66667;0,930710195;47;6,2;37,6;24,7;6,3;-21,8
60882402;6088;13601;20502,14286;33043,33333;0,948307378;47,4;9,7;41,1;21,1;3,9;-23,2
60882501;6088;11478;17325;25996,66667;0,838018278;44,1;4,7;44;17,1;7,7;-17,6
60882502;6088;12338;17678;25530;0,746238262;51,7;5,6;39,1;15,5;6,5;-18,4
60882503;6088;12526;18814;26454,5;0,740326353;51,1;4,5;42,5;13,8;5,8;-17,7
60882504;6088;11790,55556;16993;24120,47619;0,725588221;58;5,7;33,6;11,4;8,6;-17,3
60882601;6088;10155,92593;15012;20656;0,699445382;56,7;3,2;32,8;11;11;-14,7
60882602;6088;12812,5;19354;25754;0,668673143;54,4;6;37,7;13,6;6,6;-18,3
60882603;6088;13203,33333;19588;29246,66667;0,819038867;52,1;9,6;37,2;17,6;4,2;-20,7
60882701;6088;11503,57143;16492,77778;22067;0,640488141;55,9;3,7;35,6;11,2;9;-15,4
60882702;6088;14549,5;20691,5;28651;0,681511732;55,2;8;37;16,2;3,6;-20
60882703;6088;14469;22192;32378;0,807002523;57,4;7,3;37,4;17,7;3,3;-23,1
60882704;6088;18051,33333;24756,5;33588,69565;0,627607389;78,6;9,1;21,3;10,3;2,6;-21,9
60882705;6088;17332;26721;38528,26087;0,793243549;49,8;11,7;41,6;20,7;1,8;-25,6
60882801;6088;11235;15792,22222;21536;0,652283121;57,8;4,6;34;8,9;9,2;-14,5
60882802;6088;17543,33333;22677,33333;29265,33333;0,51690381;74,5;4,7;26,5;10,3;2,9;-18,9
60882803;6088;15834,28571;20734,66667;27705;0,572505673;64,5;6;34,1;9,9;3,7;-18,2
60882804;6088;18157,5;25475,33333;35313,66667;0,673442284;64,6;10,8;29,4;19,1;1,7;-25,6
60882805;6088;19202,85714;26385;35516;0,61827337;62,4;9,2;34,1;16,9;1,8;-24,4
60882901;6088;10004,58333;13355,33333;18027,61905;0,600736463;55,3;2,9;29,8;3,6;18;-9,6
60882902;6088;10037,16667;12760,5;15735;0,446521166;53;0,9;25,3;1,7;26;-6,9
60882903;6088;9032;12309,11765;15698;0,541549784;53,2;0,8;24,9;1,7;26;-6,6
60882904;6088;13170;17642,22222;22635,33333;0,536515934;67,6;2,1;27,4;7,2;9,5;-13,8
60882905;6088;14097,77778;18944,7619;24932,22222;0,571896575;62,7;3;35,9;7,7;5,3;-14,6
60882906;6088;16680,66667;21383;27152,22222;0,489714051;71,5;4,3;30,3;7,5;3,4;-17
60883002;6088;11257;15399,68966;20558;0,60397321;65,4;2;26,5;5,9;12,2;-12
60883003;6088;10878;15302;20690;0,641223369;63,6;1,8;31;6,6;9,5;-12,5
60883101;6088;17822,33333;24120;32364,66667;0,602915976;83,6;6,5;18,8;9,7;2,6;-21,2
60883102;6088;16833;21734;27668,125;0,498533404;84;3,8;17,4;8,9;4,3;-18,4
60883201;6088;17717;24576,66667;34603,80952;0,6871074;72,1;11,4;23,6;15,8;2,3;-25,2
60883202;6088;19592;26869;35786,66667;0,60272681;74,1;12,2;22,2;15,5;1,8;-25,8
60883301;6088;10116,5;15994;24135;0,876484932;64,2;5,9;20,3;14,8;12,7;-17,9
60883401;6088;15196,16667;21094,5;29016,15385;0,655146468;72,7;9;22,6;11,1;4,5;-19,9
60883402;6088;13409,44444;18086,92308;23708;0,569392346;75,9;2,8;24,4;6,3;6,9;-16,3
60883403;6088;12587,16667;16893,57143;22647,33333;0,595502657;70,1;3;24,8;6,8;8,8;-13,5
60883501;6088;18718,66667;25855,80645;35679,33333;0,655971288;68,1;15,5;22,5;18,7;1,7;-26,5
60883601;6088;16758,5;23273,33333;31125,33333;0,617308794;73,2;10,1;23,5;11,8;2,8;-21,4
60883602;6088;17512;23166,66667;29730;0,527395683;73,6;9,5;24,2;11,3;2,4;-21
60883701;6088;18117,14286;24897;34789,66667;0,669659951;68;14,3;24,8;14,4;2,4;-23,9
60883801;6088;21484,84848;30882;47702;0,848946037;58,9;22,4;23;27,7;1,3;-33,3
61040101;6104;14985,71429;19295,21739;26386;0,59083479;59,7;2;41,1;12;2,9;-17,7
61040102;6104;15877,2;22548,09524;31148;0,677254546;69;5,3;31,1;14,7;2;-22,1
61040103;6104;16002,53846;23086;32823,14516;0,728606372;72,5;6,5;28,5;14,7;1,7;-23,9
61040104;6104;17478,26087;24272;34332;0,694369608;87,6;6,4;23,5;11,6;1,2;-30,3
61040105;6104;15963,6;22050,33333;30430,95238;0,656105836;71,6;4,3;30,6;11,4;2,4;-20,3
61230102;6123;15168;20577,14286;28049,5;0,626010136;51,7;4,8;42,2;19,3;3,2;-21,2
61230103;6123;15836,08696;21403,33333;27570;0,5482283;65,6;3,8;32,1;13,5;3,3;-18,3
61230104;6123;17327;22732,5;30045,33333;0,559477987;66,3;8,1;31,5;11,6;2,3;-19,8
61230105;6123;13240,38889;17246;21769;0,494526911;60,1;2,3;33,5;9,3;9,7;-14,9
61230106;6123;17267,22222;22731;29050,47619;0,518378161;67;5,5;32,7;11,4;2,6;-19,2
61230107;6123;14284;18994,41667;24186;0,521311087;71,3;3,4;26,8;8,6;5,6;-15,7
61230108;6123;17152,66667;22406;29717,22222;0,560767453;70,7;4,8;30,5;10,6;2,6;-19,2
61230109;6123;16640,73171;21156,66667;26477,33333;0,464940994;78,8;3,3;24,1;6,6;3,8;-16,6
61230110;6123;17717,6;23448,5;32109,2;0,613753545;70,7;9,2;22,8;15,4;2,4;-20,5
61230111;6123;19304;26108;34853,88889;0,595598625;76,3;7,2;24;12,8;1,7;-22
61490101;6149;15209,375;19361,90476;24199,33333;0,46431167;71,5;3;28,3;7,9;5,4;-16,1
61490102;6149;15210;19706;25480;0,521161068;64,3;4;34,2;8,1;5;-15,6
61490103;6149;15715,38462;20440;25547,66667;0,481031412;72;3;28,1;9,7;4,1;-16,9
61490104;6149;14720,83333;20253,88889;25588,66667;0,536580081;75,7;5,8;21,9;8,2;5,4;-17
61520101;6152;16068;23834;35074;0,79743224;75,4;10,3;19,1;15,7;3;-23,5
61520102;6152;20350;29106,19048;37889,56522;0,602606007;80,2;4,9;18,8;16,9;2,6;-23,4
61520103;6152;14864,57143;19750,66667;26575,71429;0,592949243;90,8;2;12,5;4,5;6,1;-15,9
61520104;6152;19569,04762;27881,66667;37920;0,65817272;86,1;5,3;16,3;12,9;2,2;-22,8
61550101;6155;17575,5;23825,65217;32947,33333;0,645179961;66,3;8,4;28,6;17,1;2,7;-23,1
61550102;6155;10423,33333;12859,33333;16350,35714;0,460912215;;;;;;
61550103;6155;10148,88889;14116;19190,5;0,640522181;64;3,4;23,4;9,4;12,2;-12,4
61550104;6155;12308,46154;16486;21150,5;0,536336192;72,2;3,6;21,3;7,2;9,5;-13,8
61550105;6155;12833,5;17616,19048;24643;0,670377629;64,2;5,2;27,9;13,8;6,6;-17,7
61550106;6155;15326,11111;20875,2381;28942,6087;0,65227987;60,4;7,3;30,6;19,9;3,1;-21,3
61550107;6155;15902;21795,55556;29641,33333;0,630373165;60;5,9;34,8;15,9;2,9;-19,5
61550108;6155;14136,66667;19602,4;26790,47619;0,645523483;59,9;4,5;35,9;14,4;4;-18,7
61550109;6155;14272;19610,66667;28395,71429;0,720205719;51,1;12,5;37,3;18,5;3,4;-22,8
61550110;6155;14469,33333;19385,71429;27434,8;0,668815524;62,6;6,1;25,1;24,1;4,7;-22,6
61570101;6157;10781;15626,23469;22815,33333;0,770136477;64,1;5,5;26,9;9,5;8,9;-14,9
61570102;6157;12408;17672,83333;24270;0,671199676;57,7;3,6;35,5;14;6,3;-17,1
61570103;6157;16822;23340;33374;0,709168809;56,1;8,5;35,8;19,1;2,6;-22,1
61570104;6157;18138;25713,33333;36632,5;0,719257195;59,8;9,9;33,5;19;2,3;-24,5
61570105;6157;17092,5;23820,4;34306,9697;0,722677608;68,1;9,6;25,8;15,8;2,9;-22,2
61570106;6157;14414;20752;29600,66667;0,731817014;56,3;6,5;37;14,5;4,2;-18,5
61570107;6157;16450,66667;23060,8;31429,66667;0,649543815;69,3;6,8;27,6;13,3;3,1;-20,1
61610102;6161;17150;24021,66667;31203,80952;0,585047229;76,1;5,9;24;9,2;3,3;-18,5
61610103;6161;16542,5;23010;29502,85714;0,563248898;71,4;5,7;26,8;9,1;4,1;-17,1
61610104;6161;15750;21528,09524;29432,5;0,635564821;61,3;6,4;32,1;15,7;3,3;-18,8
61610105;6161;15341;21254,61538;28903;0,638073179;64,6;7,3;28,5;17,3;3,4;-21,1
61610106;6161;18616;26792,66667;38860;0,755579885;68,8;12,9;24,7;20,3;1,8;-28,5
61610107;6161;17726,57143;23507,66667;31468,33333;0,584565117;74;5,9;25;11,9;3;-19,8
70100101;7010;12111,875;15762,66667;20278,5;0,518099201;43,8;3,9;43,6;8,2;11,8;-11,3
70100102;7010;14691,66667;19360,76923;25461,33333;0,556262333;68,1;4,3;27,8;9,6;6,4;-16,2
70100103;7010;16198;20773;26612,4;0,50134309;55,2;6,1;40,9;11,3;3,5;-17
70100201;7010;12590;17243,33333;22512;0,575410787;62,1;4,7;28,4;10,7;9;-14,9
70100202;7010;11294,66667;15117,6;20745,55556;0,62515802;58;3,2;33,1;6,8;11,3;-12,4
70100203;7010;13974;18316,66667;23342,77778;0,511489233;53,2;2,7;42,3;9,2;6,6;-14
70190101;7019;11672;15996,5;22752;0,692651518;48;6;34,9;16;10,9;-15,8
70190102;7019;13180;16990;22479,44444;0,547348113;46,4;5,7;41,8;15,2;6,7;-15,8
70190103;7019;13222,5;17844;23368;0,568566465;61,3;5;29,6;11,1;7,5;-14,5
70190104;7019;10996,82667;14478;20707,33333;0,67070774;41,5;4,7;44,5;10,1;11,6;-12,4
70190105;7019;15625,38462;20726;28223,2;0,607826661;50,1;16,1;34,3;15,4;4,2;-20,1
71020101;7102;16542;20911;27019;0,501028167;58;5;39,4;11,4;3;-16,8
71020102;7102;16248,33333;20836;27595,33333;0,544586293;52;5,3;42,2;15,4;3,5;-18,4
71020103;7102;18112,66667;22445;29024,66667;0,486166184;62,4;3,7;38,6;11;2,2;-17,9
71020104;7102;16618;21619,52381;28072,77778;0,529834879;69,7;4,6;28,1;12,3;3,6;-18,3
73240101;7324;11813,5;16037;21148,92857;0,582118138;67,8;7,1;20,5;8,5;10,6;-14,5
73240102;7324;15204;19910;26039,5;0,544224008;59,6;5,3;34,8;11,6;5;-16,3
73240103;7324;17058,5;21632;28525,71429;0,530104211;61,6;6,9;32,4;14,2;3,2;-18,3
73240104;7324;13424,33333;18627,30435;24406,66667;0,589582536;65,7;5,5;25,4;12;7,2;-15,8
81050101;8105;14054;18615,5;25399;0,609438371;66;7,3;30,2;8,2;6,2;-17,9
81050102;8105;10017;13583,42857;17833,21429;0,575422784;50,9;2,3;35,5;4;17,8;-10,5
